,iso2,year,cases,sex,age
1701,FJ,1999,1.0,Male,0-14
1702,FJ,2000,0.0,Male,0-14
1703,FJ,2001,0.0,Male,0-14
1704,FJ,2002,1.0,Male,0-14
1705,FJ,2003,2.0,Male,0-14
1706,FJ,2004,0.0,Male,0-14
1707,FJ,2005,7.0,Male,0-14
1708,FJ,2006,0.0,Male,0-14
1709,FJ,2007,1.0,Male,0-14
1724,FM,1995,0.0,Male,0-14
1725,FM,1996,0.0,Male,0-14
1726,FM,1997,0.0,Male,0-14
1727,FM,1998,4.0,Male,0-14
1729,FM,2000,0.0,Male,0-14
1730,FM,2001,0.0,Male,0-14
1731,FM,2002,2.0,Male,0-14
1732,FM,2003,0.0,Male,0-14
1733,FM,2004,0.0,Male,0-14
1735,FM,2006,14.0,Male,0-14
1736,FM,2007,1.0,Male,0-14
1737,FM,2008,1.0,Male,0-14
1753,FR,1995,30.0,Male,0-14
1754,FR,1996,36.0,Male,0-14
1755,FR,1997,24.0,Male,0-14
1757,FR,1999,13.0,Male,0-14
1758,FR,2000,10.0,Male,0-14
1759,FR,2001,10.0,Male,0-14
1760,FR,2002,24.0,Male,0-14
1761,FR,2003,18.0,Male,0-14
1762,FR,2004,13.0,Male,0-14
1763,FR,2005,12.0,Male,0-14
1764,FR,2006,17.0,Male,0-14
1765,FR,2007,17.0,Male,0-14
1766,FR,2008,10.0,Male,0-14
1782,GA,1995,3.0,Male,0-14
1783,GA,1996,0.0,Male,0-14
1785,GA,1998,14.0,Male,0-14
1786,GA,1999,14.0,Male,0-14
1787,GA,2001,21.0,Male,0-14
1788,GA,2002,10.0,Male,0-14
1789,GA,2003,14.0,Male,0-14
1790,GA,2004,17.0,Male,0-14
1791,GA,2005,13.0,Male,0-14
1792,GA,2006,20.0,Male,0-14
1794,GA,2008,14.0,Male,0-14
1812,GB,1997,2.0,Male,0-14
1813,GB,1998,11.0,Male,0-14
1814,GB,1999,8.0,Male,0-14
1815,GB,2000,8.0,Male,0-14
1816,GB,2001,10.0,Male,0-14
1817,GB,2002,6.0,Male,0-14
1818,GB,2003,13.0,Male,0-14
1819,GB,2004,10.0,Male,0-14
1820,GB,2005,9.0,Male,0-14
1821,GB,2006,9.0,Male,0-14
1822,GB,2007,13.0,Male,0-14
1823,GB,2008,5.0,Male,0-14
1841,GD,1997,0.0,Male,0-14
1842,GD,1998,0.0,Male,0-14
1843,GD,1999,0.0,Male,0-14
1849,GD,2006,0.0,Male,0-14
1865,GE,1995,2.0,Male,0-14
1866,GE,1996,4.0,Male,0-14
1867,GE,1997,0.0,Male,0-14
1868,GE,1998,4.0,Male,0-14
1869,GE,1999,5.0,Male,0-14
1870,GE,2000,4.0,Male,0-14
1871,GE,2001,4.0,Male,0-14
1872,GE,2002,1.0,Male,0-14
1873,GE,2003,1.0,Male,0-14
1874,GE,2004,3.0,Male,0-14
1875,GE,2005,0.0,Male,0-14
1876,GE,2006,3.0,Male,0-14
1877,GE,2007,7.0,Male,0-14
1878,GE,2008,161.0,Male,0-14
1894,GH,1995,42.0,Male,0-14
1895,GH,1996,30.0,Male,0-14
1896,GH,1997,77.0,Male,0-14
1897,GH,1998,83.0,Male,0-14
1898,GH,1999,64.0,Male,0-14
1899,GH,2000,73.0,Male,0-14
1900,GH,2001,84.0,Male,0-14
1901,GH,2002,80.0,Male,0-14
1902,GH,2003,79.0,Male,0-14
1903,GH,2004,54.0,Male,0-14
1904,GH,2005,49.0,Male,0-14
1905,GH,2006,33.0,Male,0-14
1906,GH,2007,66.0,Male,0-14
1911,GM,1995,3.0,Male,0-14
1912,GM,1996,29.0,Male,0-14
1913,GM,1997,2.0,Male,0-14
1914,GM,1998,6.0,Male,0-14
1915,GM,1999,6.0,Male,0-14
1917,GM,2002,2.0,Male,0-14
1918,GM,2003,3.0,Male,0-14
1919,GM,2004,5.0,Male,0-14
1920,GM,2005,13.0,Male,0-14
1921,GM,2006,13.0,Male,0-14
1923,GM,2008,7.0,Male,0-14
1938,GN,1995,18.0,Male,0-14
1939,GN,1996,29.0,Male,0-14
1940,GN,1997,25.0,Male,0-14
1941,GN,1998,22.0,Male,0-14
1942,GN,1999,30.0,Male,0-14
1943,GN,2000,39.0,Male,0-14
1944,GN,2001,24.0,Male,0-14
1945,GN,2002,24.0,Male,0-14
1946,GN,2003,34.0,Male,0-14
1947,GN,2004,38.0,Male,0-14
1948,GN,2005,51.0,Male,0-14
1949,GN,2006,31.0,Male,0-14
1950,GN,2007,46.0,Male,0-14
1951,GN,2008,56.0,Male,0-14
1963,GQ,1995,8.0,Male,0-14
1965,GQ,1997,5.0,Male,0-14
1966,GQ,1998,6.0,Male,0-14
1968,GQ,2004,5.0,Male,0-14
1971,GQ,2008,8.0,Male,0-14
1987,GR,1997,0.0,Male,0-14
1988,GR,1998,15.0,Male,0-14
1989,GR,1999,3.0,Male,0-14
1990,GR,2000,1.0,Male,0-14
1991,GR,2001,0.0,Male,0-14
1992,GR,2002,0.0,Male,0-14
1993,GR,2003,2.0,Male,0-14
1994,GR,2004,1.0,Male,0-14
1995,GR,2005,1.0,Male,0-14
1996,GR,2006,0.0,Male,0-14
1997,GR,2007,1.0,Male,0-14
1998,GR,2008,0.0,Male,0-14
2014,GT,1995,51.0,Male,0-14
2015,GT,1996,75.0,Male,0-14
2016,GT,1997,45.0,Male,0-14
2017,GT,1998,60.0,Male,0-14
2018,GT,1999,34.0,Male,0-14
2019,GT,2000,36.0,Male,0-14
2020,GT,2001,27.0,Male,0-14
2021,GT,2002,27.0,Male,0-14
2022,GT,2003,29.0,Male,0-14
2023,GT,2004,43.0,Male,0-14
2024,GT,2005,39.0,Male,0-14
2026,GT,2007,74.0,Male,0-14
2027,GT,2008,19.0,Male,0-14
2042,GU,2000,2.0,Male,0-14
2043,GU,2001,0.0,Male,0-14
2044,GU,2002,3.0,Male,0-14
2045,GU,2003,0.0,Male,0-14
2046,GU,2004,0.0,Male,0-14
2047,GU,2005,0.0,Male,0-14
2048,GU,2006,0.0,Male,0-14
2049,GU,2007,0.0,Male,0-14
2050,GU,2008,0.0,Male,0-14
2067,GW,1996,9.0,Male,0-14
2071,GW,2000,2.0,Male,0-14
2073,GW,2002,7.0,Male,0-14
2074,GW,2003,9.0,Male,0-14
2075,GW,2004,16.0,Male,0-14
2076,GW,2005,14.0,Male,0-14
2077,GW,2006,8.0,Male,0-14
2079,GW,2008,8.0,Male,0-14
2095,GY,1995,7.0,Male,0-14
2096,GY,1996,4.0,Male,0-14
2097,GY,1997,1.0,Male,0-14
2098,GY,1998,9.0,Male,0-14
2100,GY,2000,4.0,Male,0-14
2101,GY,2001,1.0,Male,0-14
2102,GY,2002,20.0,Male,0-14
2103,GY,2003,10.0,Male,0-14
2104,GY,2004,9.0,Male,0-14
2105,GY,2005,12.0,Male,0-14
2106,GY,2006,6.0,Male,0-14
2107,GY,2007,2.0,Male,0-14
2108,GY,2008,7.0,Male,0-14
2126,HK,1997,5.0,Male,0-14
2128,HK,1999,3.0,Male,0-14
2129,HK,2000,4.0,Male,0-14
2130,HK,2001,6.0,Male,0-14
2131,HK,2002,2.0,Male,0-14
2132,HK,2003,8.0,Male,0-14
2133,HK,2004,3.0,Male,0-14
2134,HK,2005,3.0,Male,0-14
2135,HK,2006,3.0,Male,0-14
2136,HK,2007,5.0,Male,0-14
2137,HK,2008,0.0,Male,0-14
2153,HN,1995,42.0,Male,0-14
2154,HN,1996,51.0,Male,0-14
2155,HN,1997,26.0,Male,0-14
2156,HN,1998,147.0,Male,0-14
2157,HN,1999,150.0,Male,0-14
2158,HN,2000,30.0,Male,0-14
2159,HN,2001,12.0,Male,0-14
2160,HN,2002,76.0,Male,0-14
2161,HN,2003,52.0,Male,0-14
2162,HN,2004,54.0,Male,0-14
2163,HN,2005,13.0,Male,0-14
2164,HN,2006,21.0,Male,0-14
2165,HN,2007,21.0,Male,0-14
2166,HN,2008,11.0,Male,0-14
2182,HR,1995,6.0,Male,0-14
2184,HR,1997,12.0,Male,0-14
2185,HR,1998,14.0,Male,0-14
2186,HR,1999,1.0,Male,0-14
2188,HR,2001,0.0,Male,0-14
2189,HR,2002,1.0,Male,0-14
2190,HR,2003,0.0,Male,0-14
2191,HR,2004,1.0,Male,0-14
2192,HR,2005,1.0,Male,0-14
2193,HR,2006,0.0,Male,0-14
2195,HR,2008,0.0,Male,0-14
2208,HT,1996,148.0,Male,0-14
2209,HT,1997,156.0,Male,0-14
2210,HT,1998,188.0,Male,0-14
2211,HT,1999,286.0,Male,0-14
2212,HT,2000,67.0,Male,0-14
2213,HT,2001,72.0,Male,0-14
2214,HT,2002,79.0,Male,0-14
2215,HT,2003,89.0,Male,0-14
2216,HT,2004,94.0,Male,0-14
2217,HT,2005,69.0,Male,0-14
2218,HT,2006,93.0,Male,0-14
2219,HT,2007,104.0,Male,0-14
2220,HT,2008,90.0,Male,0-14
2237,HU,1996,3.0,Male,0-14
2238,HU,1997,0.0,Male,0-14
2239,HU,1998,0.0,Male,0-14
2240,HU,1999,2.0,Male,0-14
2241,HU,2000,0.0,Male,0-14
2242,HU,2001,1.0,Male,0-14
2243,HU,2002,1.0,Male,0-14
2244,HU,2003,0.0,Male,0-14
2245,HU,2004,2.0,Male,0-14
2246,HU,2005,0.0,Male,0-14
2247,HU,2006,2.0,Male,0-14
2248,HU,2007,0.0,Male,0-14
2249,HU,2008,0.0,Male,0-14
2264,ID,1995,6.0,Male,0-14
2265,ID,1996,28.0,Male,0-14
2266,ID,1997,46.0,Male,0-14
2267,ID,1998,78.0,Male,0-14
2268,ID,1999,106.0,Male,0-14
2270,ID,2001,298.0,Male,0-14
2271,ID,2002,569.0,Male,0-14
2272,ID,2003,532.0,Male,0-14
2273,ID,2004,697.0,Male,0-14
2274,ID,2005,846.0,Male,0-14
2275,ID,2006,899.0,Male,0-14
2276,ID,2007,849.0,Male,0-14
2277,ID,2008,871.0,Male,0-14
2296,IE,1998,1.0,Male,0-14
2297,IE,1999,0.0,Male,0-14
2298,IE,2000,0.0,Male,0-14
2299,IE,2001,0.0,Male,0-14
2300,IE,2002,0.0,Male,0-14
2301,IE,2003,0.0,Male,0-14
2302,IE,2004,1.0,Male,0-14
2303,IE,2005,1.0,Male,0-14
2304,IE,2006,0.0,Male,0-14
2305,IE,2007,0.0,Male,0-14
2306,IE,2008,2.0,Male,0-14
2323,IL,1996,1.0,Male,0-14
2324,IL,1997,5.0,Male,0-14
2325,IL,1998,1.0,Male,0-14
2326,IL,1999,2.0,Male,0-14
2327,IL,2000,0.0,Male,0-14
2328,IL,2001,1.0,Male,0-14
2329,IL,2002,2.0,Male,0-14
2330,IL,2003,2.0,Male,0-14
2331,IL,2004,2.0,Male,0-14
2332,IL,2005,0.0,Male,0-14
2333,IL,2006,0.0,Male,0-14
2334,IL,2007,1.0,Male,0-14
2335,IL,2008,0.0,Male,0-14
2351,IN,1995,16.0,Male,0-14
2352,IN,1996,47.0,Male,0-14
2353,IN,1997,50.0,Male,0-14
2354,IN,1998,84.0,Male,0-14
2355,IN,1999,327.0,Male,0-14
2356,IN,2000,1588.0,Male,0-14
2357,IN,2001,1063.0,Male,0-14
2358,IN,2002,2551.0,Male,0-14
2359,IN,2003,2411.0,Male,0-14
2360,IN,2004,3018.0,Male,0-14
2361,IN,2005,3185.0,Male,0-14
2362,IN,2006,3566.0,Male,0-14
2363,IN,2007,4305.0,Male,0-14
2364,IN,2008,4648.0,Male,0-14
2380,IQ,1995,1125.0,Male,0-14
2382,IQ,1997,416.0,Male,0-14
2383,IQ,1998,453.0,Male,0-14
2384,IQ,1999,519.0,Male,0-14
2385,IQ,2000,21.0,Male,0-14
2386,IQ,2001,10.0,Male,0-14
2387,IQ,2002,47.0,Male,0-14
2388,IQ,2003,30.0,Male,0-14
2389,IQ,2004,28.0,Male,0-14
2390,IQ,2005,13.0,Male,0-14
2391,IQ,2006,14.0,Male,0-14
2392,IQ,2007,20.0,Male,0-14
2393,IQ,2008,18.0,Male,0-14
2409,IR,1995,118.0,Male,0-14
2410,IR,1996,63.0,Male,0-14
2411,IR,1997,54.0,Male,0-14
2412,IR,1998,35.0,Male,0-14
2413,IR,1999,27.0,Male,0-14
2414,IR,2000,29.0,Male,0-14
2415,IR,2001,37.0,Male,0-14
2416,IR,2002,29.0,Male,0-14
2417,IR,2003,32.0,Male,0-14
2418,IR,2004,16.0,Male,0-14
2419,IR,2005,16.0,Male,0-14
2420,IR,2006,12.0,Male,0-14
2421,IR,2007,10.0,Male,0-14
2422,IR,2008,11.0,Male,0-14
2438,IS,1995,0.0,Male,0-14
2440,IS,1997,0.0,Male,0-14
2441,IS,1998,0.0,Male,0-14
2442,IS,1999,0.0,Male,0-14
2444,IS,2001,0.0,Male,0-14
2445,IS,2002,0.0,Male,0-14
2446,IS,2003,0.0,Male,0-14
2447,IS,2004,0.0,Male,0-14
2448,IS,2005,0.0,Male,0-14
2449,IS,2006,0.0,Male,0-14
2450,IS,2007,0.0,Male,0-14
2451,IS,2008,0.0,Male,0-14
2467,IT,1995,9.0,Male,0-14
2468,IT,1996,12.0,Male,0-14
2469,IT,1997,14.0,Male,0-14
2470,IT,1998,15.0,Male,0-14
2471,IT,1999,7.0,Male,0-14
2472,IT,2000,12.0,Male,0-14
2473,IT,2001,4.0,Male,0-14
2474,IT,2002,6.0,Male,0-14
2475,IT,2003,19.0,Male,0-14
2476,IT,2004,34.0,Male,0-14
2477,IT,2005,8.0,Male,0-14
2478,IT,2006,7.0,Male,0-14
2479,IT,2007,3.0,Male,0-14
2480,IT,2008,13.0,Male,0-14
2496,JM,1995,2.0,Male,0-14
2497,JM,1996,1.0,Male,0-14
2498,JM,1997,1.0,Male,0-14
2499,JM,1998,0.0,Male,0-14
2500,JM,1999,2.0,Male,0-14
2501,JM,2000,0.0,Male,0-14
2502,JM,2001,3.0,Male,0-14
2503,JM,2002,0.0,Male,0-14
2504,JM,2003,1.0,Male,0-14
2505,JM,2004,0.0,Male,0-14
2506,JM,2005,0.0,Male,0-14
2507,JM,2006,0.0,Male,0-14
2509,JM,2008,3.0,Male,0-14
2525,JO,1995,0.0,Male,0-14
2526,JO,1996,2.0,Male,0-14
2527,JO,1997,5.0,Male,0-14
2528,JO,1998,0.0,Male,0-14
2529,JO,1999,0.0,Male,0-14
2530,JO,2000,0.0,Male,0-14
2531,JO,2001,2.0,Male,0-14
2532,JO,2002,0.0,Male,0-14
2533,JO,2003,0.0,Male,0-14
2534,JO,2004,0.0,Male,0-14
2535,JO,2005,0.0,Male,0-14
2536,JO,2006,0.0,Male,0-14
2537,JO,2007,0.0,Male,0-14
2538,JO,2008,0.0,Male,0-14
2554,JP,1995,15.0,Male,0-14
2555,JP,1996,16.0,Male,0-14
2556,JP,1997,8.0,Male,0-14
2557,JP,1998,2.0,Male,0-14
2558,JP,1999,6.0,Male,0-14
2559,JP,2000,2.0,Male,0-14
2560,JP,2001,3.0,Male,0-14
2561,JP,2002,2.0,Male,0-14
2562,JP,2003,1.0,Male,0-14
2563,JP,2004,2.0,Male,0-14
2564,JP,2005,9.0,Male,0-14
2565,JP,2006,3.0,Male,0-14
2566,JP,2007,1.0,Male,0-14
2567,JP,2008,2.0,Male,0-14
2581,KE,1995,154.0,Male,0-14
2582,KE,1996,151.0,Male,0-14
2583,KE,1997,53.0,Male,0-14
2584,KE,1998,210.0,Male,0-14
2585,KE,1999,237.0,Male,0-14
2586,KE,2000,264.0,Male,0-14
2587,KE,2001,299.0,Male,0-14
2588,KE,2002,299.0,Male,0-14
2589,KE,2003,341.0,Male,0-14
2590,KE,2004,391.0,Male,0-14
2591,KE,2005,359.0,Male,0-14
2592,KE,2006,387.0,Male,0-14
2593,KE,2007,474.0,Male,0-14
2594,KE,2008,451.0,Male,0-14
2610,KG,1995,3.0,Male,0-14
2611,KG,1996,4.0,Male,0-14
2612,KG,1997,1.0,Male,0-14
2613,KG,1998,4.0,Male,0-14
2614,KG,1999,5.0,Male,0-14
2615,KG,2000,4.0,Male,0-14
2616,KG,2001,0.0,Male,0-14
2617,KG,2002,0.0,Male,0-14
2618,KG,2003,0.0,Male,0-14
2619,KG,2004,3.0,Male,0-14
2620,KG,2005,1.0,Male,0-14
2621,KG,2006,3.0,Male,0-14
2622,KG,2007,3.0,Male,0-14
2623,KG,2008,1.0,Male,0-14
2639,KH,1995,161.0,Male,0-14
2640,KH,1996,148.0,Male,0-14
2642,KH,1998,36.0,Male,0-14
2643,KH,1999,41.0,Male,0-14
2644,KH,2000,26.0,Male,0-14
2645,KH,2001,29.0,Male,0-14
2646,KH,2002,54.0,Male,0-14
2647,KH,2003,37.0,Male,0-14
2648,KH,2004,36.0,Male,0-14
2649,KH,2005,49.0,Male,0-14
2650,KH,2006,50.0,Male,0-14
2651,KH,2007,50.0,Male,0-14
2652,KH,2008,49.0,Male,0-14
2669,KI,1996,0.0,Male,0-14
2670,KI,1997,1.0,Male,0-14
2671,KI,1998,1.0,Male,0-14
2672,KI,1999,2.0,Male,0-14
2673,KI,2000,2.0,Male,0-14
2674,KI,2001,4.0,Male,0-14
2675,KI,2002,5.0,Male,0-14
2676,KI,2003,5.0,Male,0-14
2677,KI,2004,8.0,Male,0-14
2678,KI,2005,3.0,Male,0-14
2679,KI,2006,3.0,Male,0-14
2680,KI,2007,2.0,Male,0-14
2681,KI,2008,2.0,Male,0-14
2689,KM,1995,0.0,Male,0-14
2690,KM,1996,1.0,Male,0-14
2692,KM,1998,0.0,Male,0-14
2694,KM,2000,0.0,Male,0-14
2695,KM,2001,0.0,Male,0-14
2696,KM,2002,0.0,Male,0-14
2697,KM,2003,1.0,Male,0-14
2699,KM,2005,0.0,Male,0-14
2700,KM,2006,0.0,Male,0-14
2702,KM,2008,2.0,Male,0-14
2719,KN,1996,0.0,Male,0-14
2721,KN,1998,0.0,Male,0-14
2731,KN,2008,0.0,Male,0-14
2734,KP,1997,5.0,Male,0-14
2735,KP,1998,0.0,Male,0-14
2736,KP,1999,14.0,Male,0-14
2737,KP,2000,293.0,Male,0-14
2738,KP,2001,207.0,Male,0-14
2739,KP,2002,199.0,Male,0-14
2740,KP,2003,86.0,Male,0-14
2741,KP,2004,175.0,Male,0-14
2742,KP,2005,167.0,Male,0-14
2743,KP,2006,157.0,Male,0-14
2744,KP,2007,353.0,Male,0-14
2745,KP,2008,441.0,Male,0-14
2761,KR,1995,27.0,Male,0-14
2762,KR,1996,31.0,Male,0-14
2763,KR,1997,24.0,Male,0-14
2764,KR,1998,19.0,Male,0-14
2765,KR,1999,27.0,Male,0-14
2766,KR,2000,19.0,Male,0-14
2767,KR,2001,23.0,Male,0-14
2768,KR,2002,20.0,Male,0-14
2769,KR,2003,22.0,Male,0-14
2770,KR,2004,18.0,Male,0-14
2771,KR,2005,22.0,Male,0-14
2772,KR,2006,19.0,Male,0-14
2773,KR,2007,16.0,Male,0-14
2774,KR,2008,21.0,Male,0-14
2790,KW,1995,0.0,Male,0-14
2791,KW,1996,0.0,Male,0-14
2792,KW,1997,1.0,Male,0-14
2793,KW,1998,0.0,Male,0-14
2794,KW,1999,0.0,Male,0-14
2795,KW,2000,0.0,Male,0-14
2796,KW,2001,0.0,Male,0-14
2797,KW,2002,0.0,Male,0-14
2798,KW,2003,1.0,Male,0-14
2799,KW,2004,0.0,Male,0-14
2800,KW,2005,0.0,Male,0-14
2801,KW,2006,1.0,Male,0-14
2802,KW,2007,1.0,Male,0-14
2803,KW,2008,0.0,Male,0-14
2821,KY,1998,0.0,Male,0-14
2822,KY,1999,0.0,Male,0-14
2823,KY,2000,0.0,Male,0-14
2824,KY,2001,0.0,Male,0-14
2826,KY,2003,0.0,Male,0-14
2827,KY,2004,0.0,Male,0-14
2829,KY,2006,0.0,Male,0-14
2830,KY,2007,0.0,Male,0-14
2849,KZ,1997,22.0,Male,0-14
2850,KZ,1998,34.0,Male,0-14
2851,KZ,1999,34.0,Male,0-14
2852,KZ,2000,36.0,Male,0-14
2853,KZ,2001,38.0,Male,0-14
2854,KZ,2002,33.0,Male,0-14
2856,KZ,2004,24.0,Male,0-14
2857,KZ,2005,31.0,Male,0-14
2858,KZ,2006,11.0,Male,0-14
2859,KZ,2007,14.0,Male,0-14
2860,KZ,2008,14.0,Male,0-14
2875,LA,1995,6.0,Male,0-14
2876,LA,1996,1.0,Male,0-14
2877,LA,1997,2.0,Male,0-14
2878,LA,1998,4.0,Male,0-14
2879,LA,1999,5.0,Male,0-14
2880,LA,2000,7.0,Male,0-14
2881,LA,2001,10.0,Male,0-14
2882,LA,2002,4.0,Male,0-14
2883,LA,2003,6.0,Male,0-14
2884,LA,2004,14.0,Male,0-14
2885,LA,2005,13.0,Male,0-14
2886,LA,2006,12.0,Male,0-14
2887,LA,2007,11.0,Male,0-14
2888,LA,2008,6.0,Male,0-14
2899,LB,1995,3.0,Male,0-14
2900,LB,1996,4.0,Male,0-14
2901,LB,1997,1.0,Male,0-14
2902,LB,1998,1.0,Male,0-14
2903,LB,1999,3.0,Male,0-14
2904,LB,2000,5.0,Male,0-14
2905,LB,2001,0.0,Male,0-14
2906,LB,2002,1.0,Male,0-14
2907,LB,2003,0.0,Male,0-14
2908,LB,2004,1.0,Male,0-14
2909,LB,2005,0.0,Male,0-14
2910,LB,2006,0.0,Male,0-14
2911,LB,2007,0.0,Male,0-14
2912,LB,2008,1.0,Male,0-14
2929,LC,1997,0.0,Male,0-14
2930,LC,1998,0.0,Male,0-14
2932,LC,2000,0.0,Male,0-14
2933,LC,2001,0.0,Male,0-14
2935,LC,2003,0.0,Male,0-14
2936,LC,2004,0.0,Male,0-14
2937,LC,2005,0.0,Male,0-14
2940,LC,2008,0.0,Male,0-14
2956,LK,1995,10.0,Male,0-14
2957,LK,1996,10.0,Male,0-14
2958,LK,1997,11.0,Male,0-14
2959,LK,1998,7.0,Male,0-14
2960,LK,1999,8.0,Male,0-14
2961,LK,2000,25.0,Male,0-14
2962,LK,2001,6.0,Male,0-14
2963,LK,2002,11.0,Male,0-14
2964,LK,2003,12.0,Male,0-14
2965,LK,2004,6.0,Male,0-14
2966,LK,2005,9.0,Male,0-14
2967,LK,2006,8.0,Male,0-14
2968,LK,2007,10.0,Male,0-14
2969,LK,2008,11.0,Male,0-14
2982,LR,1996,38.0,Male,0-14
2984,LR,1998,18.0,Male,0-14
2986,LR,2000,12.0,Male,0-14
2987,LR,2001,16.0,Male,0-14
2988,LR,2002,20.0,Male,0-14
2989,LR,2003,5.0,Male,0-14
2990,LR,2004,32.0,Male,0-14
2991,LR,2005,26.0,Male,0-14
2992,LR,2006,59.0,Male,0-14
2994,LR,2008,107.0,Male,0-14
3010,LS,1995,9.0,Male,0-14
3011,LS,1996,12.0,Male,0-14
3012,LS,1997,11.0,Male,0-14
3013,LS,1998,6.0,Male,0-14
3015,LS,2000,8.0,Male,0-14
3017,LS,2002,10.0,Male,0-14
3018,LS,2003,10.0,Male,0-14
3019,LS,2004,29.0,Male,0-14
3020,LS,2005,32.0,Male,0-14
3021,LS,2006,33.0,Male,0-14
3022,LS,2007,6.0,Male,0-14
3023,LS,2008,21.0,Male,0-14
3039,LT,1995,4.0,Male,0-14
3040,LT,1996,2.0,Male,0-14
3041,LT,1997,2.0,Male,0-14
3042,LT,1998,0.0,Male,0-14
3043,LT,1999,0.0,Male,0-14
3044,LT,2000,1.0,Male,0-14
3045,LT,2001,0.0,Male,0-14
3046,LT,2002,1.0,Male,0-14
3047,LT,2003,1.0,Male,0-14
3048,LT,2004,0.0,Male,0-14
3049,LT,2005,0.0,Male,0-14
3050,LT,2006,0.0,Male,0-14
3051,LT,2007,0.0,Male,0-14
3052,LT,2008,0.0,Male,0-14
3069,LU,1996,0.0,Male,0-14
3070,LU,1997,1.0,Male,0-14
3071,LU,1998,0.0,Male,0-14
3074,LU,2001,0.0,Male,0-14
3075,LU,2002,0.0,Male,0-14
3076,LU,2003,0.0,Male,0-14
3077,LU,2004,0.0,Male,0-14
3078,LU,2005,0.0,Male,0-14
3079,LU,2006,0.0,Male,0-14
3080,LU,2007,0.0,Male,0-14
3081,LU,2008,0.0,Male,0-14
3097,LV,1995,0.0,Male,0-14
3098,LV,1996,0.0,Male,0-14
3099,LV,1997,0.0,Male,0-14
3100,LV,1998,0.0,Male,0-14
3101,LV,1999,1.0,Male,0-14
3102,LV,2000,0.0,Male,0-14
3103,LV,2001,0.0,Male,0-14
3104,LV,2002,0.0,Male,0-14
3105,LV,2003,0.0,Male,0-14
3106,LV,2004,0.0,Male,0-14
3107,LV,2005,1.0,Male,0-14
3108,LV,2006,2.0,Male,0-14
3110,LV,2008,0.0,Male,0-14
3125,LY,1995,2.0,Male,0-14
3126,LY,1996,4.0,Male,0-14
3128,LY,1999,2.0,Male,0-14
3129,LY,2000,5.0,Male,0-14
3131,LY,2003,0.0,Male,0-14
3132,LY,2004,5.0,Male,0-14
3133,LY,2005,2.0,Male,0-14
3134,LY,2006,1.0,Male,0-14
3135,LY,2007,2.0,Male,0-14
3136,LY,2008,2.0,Male,0-14
3152,MA,1995,142.0,Male,0-14
3153,MA,1996,118.0,Male,0-14
3154,MA,1997,119.0,Male,0-14
3155,MA,1998,116.0,Male,0-14
3156,MA,1999,78.0,Male,0-14
3157,MA,2000,99.0,Male,0-14
3158,MA,2001,85.0,Male,0-14
3159,MA,2002,79.0,Male,0-14
3160,MA,2003,91.0,Male,0-14
3161,MA,2004,68.0,Male,0-14
3162,MA,2005,79.0,Male,0-14
3163,MA,2006,73.0,Male,0-14
3164,MA,2007,74.0,Male,0-14
3165,MA,2008,51.0,Male,0-14
3184,MC,1999,0.0,Male,0-14
3206,MD,1995,0.0,Male,0-14
3207,MD,1996,0.0,Male,0-14
3208,MD,1997,0.0,Male,0-14
3209,MD,1998,2.0,Male,0-14
3210,MD,1999,1.0,Male,0-14
3211,MD,2000,2.0,Male,0-14
3212,MD,2001,1.0,Male,0-14
3213,MD,2002,5.0,Male,0-14
3214,MD,2003,1.0,Male,0-14
3215,MD,2004,8.0,Male,0-14
3216,MD,2005,2.0,Male,0-14
3217,MD,2006,2.0,Male,0-14
3218,MD,2007,0.0,Male,0-14
3219,MD,2008,1.0,Male,0-14
3220,ME,2005,0.0,Male,0-14
3221,ME,2006,0.0,Male,0-14
3222,ME,2007,0.0,Male,0-14
3223,ME,2008,0.0,Male,0-14
3239,MG,1995,79.0,Male,0-14
3240,MG,1996,68.0,Male,0-14
3242,MG,1998,70.0,Male,0-14
3244,MG,2001,103.0,Male,0-14
3245,MG,2002,94.0,Male,0-14
3246,MG,2003,123.0,Male,0-14
3247,MG,2004,118.0,Male,0-14
3248,MG,2005,98.0,Male,0-14
3249,MG,2006,117.0,Male,0-14
3250,MG,2007,196.0,Male,0-14
3251,MG,2008,142.0,Male,0-14
3266,MH,1996,7.0,Male,0-14
3267,MH,1998,0.0,Male,0-14
3268,MH,1999,5.0,Male,0-14
3269,MH,2000,3.0,Male,0-14
3270,MH,2001,3.0,Male,0-14
3271,MH,2002,0.0,Male,0-14
3272,MH,2003,6.0,Male,0-14
3273,MH,2004,2.0,Male,0-14
3274,MH,2005,2.0,Male,0-14
3276,MH,2007,0.0,Male,0-14
3277,MH,2008,1.0,Male,0-14
3281,MK,1995,2.0,Male,0-14
3282,MK,1996,5.0,Male,0-14
3283,MK,1997,1.0,Male,0-14
3284,MK,1998,3.0,Male,0-14
3285,MK,1999,1.0,Male,0-14
3286,MK,2000,5.0,Male,0-14
3287,MK,2001,1.0,Male,0-14
3288,MK,2002,2.0,Male,0-14
3289,MK,2003,1.0,Male,0-14
3290,MK,2004,2.0,Male,0-14
3291,MK,2005,2.0,Male,0-14
3292,MK,2006,0.0,Male,0-14
3293,MK,2007,1.0,Male,0-14
3294,MK,2008,1.0,Male,0-14
3310,ML,1995,27.0,Male,0-14
